,Survived,Pclass,Sex,Age,SibSp,Parch,Ravnopravie,Relatives
696,0,3,1,44.0,0,0,0,0
697,1,3,0,28.0,0,0,1,0
698,0,1,1,49.0,1,1,0,1
699,0,3,1,42.0,0,0,0,0
700,1,1,0,18.0,1,0,1,1
701,1,1,1,35.0,0,0,0,0
702,0,3,0,18.0,0,1,1,1
703,0,3,1,25.0,0,0,0,0
704,0,3,1,26.0,1,0,0,1
705,0,2,1,39.0,0,0,0,0
706,1,2,0,45.0,0,0,1,0
707,1,1,1,42.0,0,0,0,0
708,1,1,0,22.0,0,0,1,0
709,1,3,1,28.0,1,1,0,1
710,1,1,0,24.0,0,0,1,0
711,0,1,1,28.0,0,0,0,0
712,1,1,1,48.0,1,0,0,1
713,0,3,1,29.0,0,0,0,0
714,0,2,1,52.0,0,0,0,0
715,0,3,1,19.0,0,0,0,0
716,1,1,0,38.0,0,0,1,0
717,1,2,0,27.0,0,0,1,0
718,0,3,1,28.0,0,0,0,0
719,0,3,1,33.0,0,0,0,0
720,1,2,0,6.0,0,1,1,1
721,0,3,1,17.0,1,0,0,1
722,0,2,1,34.0,0,0,0,0
723,0,2,1,50.0,0,0,0,0
724,1,1,1,27.0,1,0,0,1
725,0,3,1,20.0,0,0,0,0
726,1,2,0,30.0,3,0,1,1
727,1,3,0,28.0,0,0,1,0
728,0,2,1,25.0,1,0,0,1
729,0,3,0,25.0,1,0,1,1
730,1,1,0,29.0,0,0,1,0
731,0,3,1,11.0,0,0,1,0
732,0,2,1,28.0,0,0,0,0
733,0,2,1,23.0,0,0,0,0
734,0,2,1,23.0,0,0,0,0
735,0,3,1,28.5,0,0,0,0
736,0,3,0,48.0,1,3,1,1
737,1,1,1,35.0,0,0,0,0
738,0,3,1,28.0,0,0,0,0
739,0,3,1,28.0,0,0,0,0
740,1,1,1,28.0,0,0,0,0
741,0,1,1,36.0,1,0,0,1
742,1,1,0,21.0,2,2,1,1
743,0,3,1,24.0,1,0,0,1
744,1,3,1,31.0,0,0,0,0
745,0,1,1,70.0,1,1,0,1
746,0,3,1,16.0,1,1,1,1
747,1,2,0,30.0,0,0,1,0
748,0,1,1,19.0,1,0,0,1
749,0,3,1,31.0,0,0,0,0
750,1,2,0,4.0,1,1,1,1
751,1,3,1,6.0,0,1,1,1
752,0,3,1,33.0,0,0,0,0
753,0,3,1,23.0,0,0,0,0
754,1,2,0,48.0,1,2,1,1
755,1,2,1,0.67,1,1,1,1
756,0,3,1,28.0,0,0,0,0
757,0,2,1,18.0,0,0,0,0
758,0,3,1,34.0,0,0,0,0
759,1,1,0,33.0,0,0,1,0
760,0,3,1,28.0,0,0,0,0
761,0,3,1,41.0,0,0,0,0
762,1,3,1,20.0,0,0,0,0
763,1,1,0,36.0,1,2,1,1
764,0,3,1,16.0,0,0,1,0
765,1,1,0,51.0,1,0,1,1
766,0,1,1,28.0,0,0,0,0
767,0,3,0,30.5,0,0,1,0
768,0,3,1,28.0,1,0,0,1
769,0,3,1,32.0,0,0,0,0
770,0,3,1,24.0,0,0,0,0
771,0,3,1,48.0,0,0,0,0
772,0,2,0,57.0,0,0,1,0
773,0,3,1,28.0,0,0,0,0
774,1,2,0,54.0,1,3,1,1
775,0,3,1,18.0,0,0,0,0
776,0,3,1,28.0,0,0,0,0
777,1,3,0,5.0,0,0,1,0
778,0,3,1,28.0,0,0,0,0
779,1,1,0,43.0,0,1,1,1
780,1,3,0,13.0,0,0,1,0
781,1,1,0,17.0,1,0,1,1
782,0,1,1,29.0,0,0,0,0
783,0,3,1,28.0,1,2,0,1
784,0,3,1,25.0,0,0,0,0
785,0,3,1,25.0,0,0,0,0
786,1,3,0,18.0,0,0,1,0
787,0,3,1,8.0,4,1,1,1
788,1,3,1,1.0,1,2,1,1
789,0,1,1,46.0,0,0,0,0
790,0,3,1,28.0,0,0,0,0
791,0,2,1,16.0,0,0,1,0
792,0,3,0,28.0,8,2,1,1
793,0,1,1,28.0,0,0,0,0
794,0,3,1,25.0,0,0,0,0
795,0,2,1,39.0,0,0,0,0
796,1,1,0,49.0,0,0,1,0
797,1,3,0,31.0,0,0,1,0
798,0,3,1,30.0,0,0,0,0
799,0,3,0,30.0,1,1,1,1
800,0,2,1,34.0,0,0,0,0
801,1,2,0,31.0,1,1,1,1
802,1,1,1,11.0,1,2,1,1
803,1,3,1,0.42,0,1,1,1
804,1,3,1,27.0,0,0,0,0
805,0,3,1,31.0,0,0,0,0
806,0,1,1,39.0,0,0,0,0
807,0,3,0,18.0,0,0,1,0
808,0,2,1,39.0,0,0,0,0
809,1,1,0,33.0,1,0,1,1
810,0,3,1,26.0,0,0,0,0
811,0,3,1,39.0,0,0,0,0
812,0,2,1,35.0,0,0,0,0
813,0,3,0,6.0,4,2,1,1
814,0,3,1,30.5,0,0,0,0
815,0,1,1,28.0,0,0,0,0
816,0,3,0,23.0,0,0,1,0
817,0,2,1,31.0,1,1,0,1
818,0,3,1,43.0,0,0,0,0
819,0,3,1,10.0,3,2,1,1
820,1,1,0,52.0,1,1,1,1
821,1,3,1,27.0,0,0,0,0
822,0,1,1,38.0,0,0,0,0
823,1,3,0,27.0,0,1,1,1
824,0,3,1,2.0,4,1,1,1
825,0,3,1,28.0,0,0,0,0
826,0,3,1,28.0,0,0,0,0
827,1,2,1,1.0,0,2,1,1
828,1,3,1,28.0,0,0,0,0
829,1,1,0,62.0,0,0,1,0
830,1,3,0,15.0,1,0,1,1
831,1,2,1,0.83,1,1,1,1
832,0,3,1,28.0,0,0,0,0
833,0,3,1,23.0,0,0,0,0
834,0,3,1,18.0,0,0,0,0
835,1,1,0,39.0,1,1,1,1
836,0,3,1,21.0,0,0,0,0
837,0,3,1,28.0,0,0,0,0
838,1,3,1,32.0,0,0,0,0
839,1,1,1,28.0,0,0,0,0
840,0,3,1,20.0,0,0,0,0
841,0,2,1,16.0,0,0,1,0
842,1,1,0,30.0,0,0,1,0
843,0,3,1,34.5,0,0,0,0
844,0,3,1,17.0,0,0,0,0
845,0,3,1,42.0,0,0,0,0
846,0,3,1,28.0,8,2,0,1
847,0,3,1,35.0,0,0,0,0
848,0,2,1,28.0,0,1,0,1
849,1,1,0,28.0,1,0,1,1
850,0,3,1,4.0,4,2,1,1
851,0,3,1,74.0,0,0,0,0
852,0,3,0,9.0,1,1,1,1
853,1,1,0,16.0,0,1,1,1
854,0,2,0,44.0,1,0,1,1
855,1,3,0,18.0,0,1,1,1
856,1,1,0,45.0,1,1,1,1
857,1,1,1,51.0,0,0,0,0
858,1,3,0,24.0,0,3,1,1
859,0,3,1,28.0,0,0,0,0
860,0,3,1,41.0,2,0,0,1
861,0,2,1,21.0,1,0,0,1
862,1,1,0,48.0,0,0,1,0
863,0,3,0,28.0,8,2,1,1
864,0,2,1,24.0,0,0,0,0
865,1,2,0,42.0,0,0,1,0
866,1,2,0,27.0,1,0,1,1
867,0,1,1,31.0,0,0,0,0
868,0,3,1,28.0,0,0,0,0
869,1,3,1,4.0,1,1,1,1
870,0,3,1,26.0,0,0,0,0
871,1,1,0,47.0,1,1,1,1
872,0,1,1,33.0,0,0,0,0
873,0,3,1,47.0,0,0,0,0
874,1,2,0,28.0,1,0,1,1
875,1,3,0,15.0,0,0,1,0
876,0,3,1,20.0,0,0,0,0
877,0,3,1,19.0,0,0,0,0
878,0,3,1,28.0,0,0,0,0
879,1,1,0,56.0,0,1,1,1
880,1,2,0,25.0,0,1,1,1
881,0,3,1,33.0,0,0,0,0
882,0,3,0,22.0,0,0,1,0
883,0,2,1,28.0,0,0,0,0
884,0,3,1,25.0,0,0,0,0
885,0,3,0,39.0,0,5,1,1
886,0,2,1,27.0,0,0,0,0
887,1,1,0,19.0,0,0,1,0
888,0,3,0,28.0,1,2,1,1
889,1,1,1,26.0,0,0,0,0
890,0,3,1,32.0,0,0,0,0
